From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q8N5Y1	Q8N2A8	reviewed	PLD6_HUMAN	Mitochondrial cardiolipin hydrolase (EC 3.1.4.-) (Choline phosphatase 6) (Mitochondrial phospholipase) (MitoPLD) (Phosphatidylcholine-hydrolyzing phospholipase D6) (Phospholipase D6) (PLD6) (Protein zucchini homolog)	PLD6	Homo sapiens (Human)	252
Q6WGL2	P10828	reviewed	THB_HUMAN	Thyroid hormone receptor beta (Nuclear receptor subfamily 1 group A member 2) (c-erbA-2) (c-erbA-beta)	THRB ERBA2 NR1A2 THR1	Homo sapiens (Human)	461
Q59EG5	Q59EG5	unreviewed	Q59EG5_HUMAN	beta-mannosidase (EC 3.2.1.25)		Homo sapiens (Human)	457
Q53XY5	P54578	reviewed	UBP14_HUMAN	Ubiquitin carboxyl-terminal hydrolase 14 (EC 3.4.19.12) (Deubiquitinating enzyme 14) (Ubiquitin thioesterase 14) (Ubiquitin-specific-processing protease 14)	USP14 TGT	Homo sapiens (Human)	494
Q8TCM1	O75128	reviewed	COBL_HUMAN	Protein cordon-bleu	COBL KIAA0633	Homo sapiens (Human)	1261
Q6PJA3	Q6PJA3		Q6PJA3_HUMAN	deleted			
Q8N8L1	Q8N8L1		Q8N8L1_HUMAN	deleted			
Q96IX6	O15269	reviewed	SPTC1_HUMAN	Serine palmitoyltransferase 1 (EC 2.3.1.50) (Long chain base biosynthesis protein 1) (LCB 1) (Serine-palmitoyl-CoA transferase 1) (SPT 1) (SPT1)	SPTLC1 LCB1	Homo sapiens (Human)	473
Q9NXH7	Q9NXH7	unreviewed	Q9NXH7_HUMAN	cDNA FLJ20246 fis, clone COLF6458		Homo sapiens (Human)	307
Q53F22	Q53F22	unreviewed	Q53F22_HUMAN	Angiopoietin-like 1 variant		Homo sapiens (Human)	491
Q9UI73	Q9UI73	unreviewed	Q9UI73_HUMAN	PRO0246		Homo sapiens (Human)	75
Q96LM2	Q8NFR7	reviewed	CC148_HUMAN	Coiled-coil domain-containing protein 148	CCDC148	Homo sapiens (Human)	591
Q6ZSB5	Q6ZSB5		Q6ZSB5_HUMAN	deleted			
Q9H6F1	Q9H6F1	unreviewed	Q9H6F1_HUMAN	cDNA: FLJ22329 fis, clone HRC05659		Homo sapiens (Human)	243
Q9H8E7	Q9H8E7	unreviewed	Q9H8E7_HUMAN	(human) hypothetical protein		Homo sapiens (Human)	237
Q6FHB3	P08758	reviewed	ANXA5_HUMAN	Annexin A5 (Anchorin CII) (Annexin V) (Annexin-5) (Calphobindin I) (CPB-I) (Endonexin II) (Lipocortin V) (Placental anticoagulant protein 4) (PP4) (Placental anticoagulant protein I) (PAP-I) (Thromboplastin inhibitor) (Vascular anticoagulant-alpha) (VAC-alpha)	ANXA5 ANX5 ENX2 PP4	Homo sapiens (Human)	320
Q9H7G7	Q9H7G7	unreviewed	Q9H7G7_HUMAN	cDNA: FLJ20896 fis, clone ADKA03527		Homo sapiens (Human)	219
Q8NAV3	Q6P087	reviewed	RUSD3_HUMAN	Mitochondrial mRNA pseudouridine synthase RPUSD3 (EC 5.4.99.-) (RNA pseudouridylate synthase domain-containing protein 3)	RPUSD3	Homo sapiens (Human)	351
Q5JSM2	P36405	reviewed	ARL3_HUMAN	ADP-ribosylation factor-like protein 3	ARL3 ARFL3	Homo sapiens (Human)	182
Q5TEV4	Q5TEV4		Q5TEV4_HUMAN	deleted			
Q14CE4	P48995	reviewed	TRPC1_HUMAN	Short transient receptor potential channel 1 (TrpC1) (Transient receptor protein 1) (TRP-1)	TRPC1 TRP1	Homo sapiens (Human)	793
Q5JXH6	P51861	reviewed	CDR1_HUMAN	Cerebellar degeneration-related antigen 1 (CDR34)	CDR1	Homo sapiens (Human)	262
Q9H6Y8	Q9H6Y8	unreviewed	Q9H6Y8_HUMAN	HCG2036511 (cDNA: FLJ21673 fis, clone COL09042)	hCG_2036511	Homo sapiens (Human)	141
Q8TEZ3	Q8TEZ3	unreviewed	Q8TEZ3_HUMAN	Retrocyclin		Homo sapiens (Human)	56
Q9UJV6	Q9BVC4	reviewed	LST8_HUMAN	Target of rapamycin complex subunit LST8 (TORC subunit LST8) (G protein beta subunit-like) (Gable) (Protein GbetaL) (Mammalian lethal with SEC13 protein 8) (mLST8)	MLST8 GBL LST8	Homo sapiens (Human)	326
Q0H0J5	Q96PZ7	reviewed	CSMD1_HUMAN	CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1)	CSMD1 KIAA1890 UNQ5952/PRO19863	Homo sapiens (Human)	3564
Q8NHN3	Q5VST9	reviewed	OBSCN_HUMAN	Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK)	OBSCN KIAA1556 KIAA1639	Homo sapiens (Human)	7968
Q59EX8	Q59EX8	unreviewed	Q59EX8_HUMAN	Low density lipoprotein receptor-related protein 6 variant		Homo sapiens (Human)	1477
Q6X7B8	A8MSI8	reviewed	LYRM9_HUMAN	LYR motif-containing protein 9	LYRM9 C17orf108 HSD24	Homo sapiens (Human)	78
Q96AS2	Q13510	reviewed	ASAH1_HUMAN	Acid ceramidase (AC) (ACDase) (Acid CDase) (EC 3.5.1.23) (Acylsphingosine deacylase) (N-acylethanolamine hydrolase ASAH1) (EC 3.5.1.-) (N-acylsphingosine amidohydrolase) (Putative 32 kDa heart protein) (PHP32) [Cleaved into: Acid ceramidase subunit alpha; Acid ceramidase subunit beta]	ASAH1 ASAH HSD-33 HSD33	Homo sapiens (Human)	395
Q05JY4	O43293	reviewed	DAPK3_HUMAN	Death-associated protein kinase 3 (DAP kinase 3) (EC 2.7.11.1) (DAP-like kinase) (Dlk) (MYPT1 kinase) (Zipper-interacting protein kinase) (ZIP-kinase)	DAPK3 ZIPK	Homo sapiens (Human)	454
Q59H04	Q59H04	unreviewed	Q59H04_HUMAN	Paired basic amino acid cleaving system 4 isoform a preproprotein variant		Homo sapiens (Human)	800
Q9HA36	Q96JM4	reviewed	LRIQ1_HUMAN	Leucine-rich repeat and IQ domain-containing protein 1	LRRIQ1 KIAA1801	Homo sapiens (Human)	1722
Q53XM1	Q15582	reviewed	BGH3_HUMAN	Transforming growth factor-beta-induced protein ig-h3 (Beta ig-h3) (Kerato-epithelin) (RGD-containing collagen-associated protein) (RGD-CAP)	TGFBI BIGH3	Homo sapiens (Human)	683
Q9BVG7	Q86W50	reviewed	MET16_HUMAN	RNA N6-adenosine-methyltransferase METTL16 (Methyltransferase 10 domain-containing protein) (Methyltransferase-like protein 16) (N6-adenosine-methyltransferase METTL16) (EC 2.1.1.348) (U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase) (EC 2.1.1.346)	METTL16 METT10D	Homo sapiens (Human)	562
Q9BQ57	Q9BQ57		Q9BQ57_HUMAN	deleted			
Q59G00	Q59G00	unreviewed	Q59G00_HUMAN	Ataxin 3 isoform 1 variant		Homo sapiens (Human)	155
Q6ZW80	Q6ZW80	unreviewed	Q6ZW80_HUMAN	cDNA FLJ41491 fis, clone BRTHA2004978		Homo sapiens (Human)	270
Q8NA62	Q8N841	reviewed	TTLL6_HUMAN	Tubulin polyglutamylase TTLL6 (EC 6.3.2.-) (Protein polyglutamylase TTLL6) (Tubulin--tyrosine ligase-like protein 6)	TTLL6 TTL.6	Homo sapiens (Human)	843
Q2TU63	Q2TU63	unreviewed	Q2TU63_HUMAN	PIG49		Homo sapiens (Human)	345
Q9H700	Q9H700	unreviewed	Q9H700_HUMAN	cDNA: FLJ21617 fis, clone COL07481		Homo sapiens (Human)	244
Q6ZTH4	Q6ZTH4	unreviewed	Q6ZTH4_HUMAN	cDNA FLJ44653 fis, clone BRACE2046976		Homo sapiens (Human)	169
Q8TEJ0	Q5K4L6	reviewed	S27A3_HUMAN	Long-chain fatty acid transport protein 3 (FATP-3) (Fatty acid transport protein 3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Solute carrier family 27 member 3) (Very long-chain acyl-CoA synthetase homolog 3) (VLCS-3) (EC 6.2.1.-)	SLC27A3 ACSVL3 FATP3 PSEC0067 UNQ367/PRO703	Homo sapiens (Human)	683
Q6ZTU9	Q6ZTU9		Q6ZTU9_HUMAN	deleted			
Q6ZW15	Q6ZW15		Q6ZW15_HUMAN	deleted			
Q96MB5	Q5W0A0	reviewed	ERI6B_HUMAN	Glutamate-rich protein 6B (Protein FAM194B)	ERICH6B FAM194B	Homo sapiens (Human)	696
Q5JZ27	Q5JZ27		Q5JZ27_HUMAN	deleted			
Q96PQ4	Q8WUX1	reviewed	S38A5_HUMAN	Sodium-coupled neutral amino acid transporter 5 (Solute carrier family 38 member 5) (System N transporter 2)	SLC38A5 JM24 SN2 SNAT5 PP7194	Homo sapiens (Human)	472
Q96G76	Q96G76	unreviewed	Q96G76_HUMAN	Cyclin-dependent kinase 5, regulatory subunit 2 (P39)		Homo sapiens (Human)	95
Q9HCG5	Q6ZS81	reviewed	WDFY4_HUMAN	WD repeat- and FYVE domain-containing protein 4	WDFY4 C10orf64 KIAA1607	Homo sapiens (Human)	3184
Q6FI07	O60711	reviewed	LPXN_HUMAN	Leupaxin	LPXN LDLP	Homo sapiens (Human)	386
Q6ZRG8	Q6ZRG8	unreviewed	Q6ZRG8_HUMAN	cDNA FLJ46365 fis, clone TESTI4051054		Homo sapiens (Human)	190
Q6P0M2	Q6P0M2		Q6P0M2_HUMAN	deleted			
Q6ZRN7	Q6ZRN7	reviewed	YP029_HUMAN	Putative uncharacterized protein FLJ46214		Homo sapiens (Human)	208
Q96N65	Q6P9H4	reviewed	CNKR3_HUMAN	Connector enhancer of kinase suppressor of ras 3 (Connector enhancer of KSR 3) (CNK homolog protein 3) (CNK3) (CNKSR family member 3) (Maguin-like protein)	CNKSR3 MAGI1	Homo sapiens (Human)	555
Q8WYZ6	Q8WYZ6	unreviewed	Q8WYZ6_HUMAN	cDNA FLJ78490		Homo sapiens (Human)	153
Q9C0I5	Q2M3C7	reviewed	SPKAP_HUMAN	A-kinase anchor protein SPHKAP (SPHK1-interactor and AKAP domain-containing protein) (Sphingosine kinase type 1-interacting protein)	SPHKAP KIAA1678 SKIP	Homo sapiens (Human)	1700
Q5HYE2	O14645	reviewed	IDLC_HUMAN	Axonemal dynein light intermediate polypeptide 1 (Inner dynein arm light chain, axonemal) (hp28)	DNALI1	Homo sapiens (Human)	258
Q68CS7	Q5TAQ9	reviewed	DCAF8_HUMAN	DDB1- and CUL4-associated factor 8 (WD repeat-containing protein 42A)	DCAF8 H326 WDR42A	Homo sapiens (Human)	597
Q9UL67	O95319	reviewed	CELF2_HUMAN	CUGBP Elav-like family member 2 (CELF-2) (Bruno-like protein 3) (CUG triplet repeat RNA-binding protein 2) (CUG-BP2) (CUG-BP- and ETR-3-like factor 2) (ELAV-type RNA-binding protein 3) (ETR-3) (Neuroblastoma apoptosis-related RNA-binding protein) (hNAPOR) (RNA-binding protein BRUNOL-3)	CELF2 BRUNOL3 CUGBP2 ETR3 NAPOR	Homo sapiens (Human)	508
Q9UQK8	Q9UQK8	unreviewed	Q9UQK8_HUMAN	Sulfhydryl oxidase (EC 1.8.3.2)		Homo sapiens (Human)	131
Q8NBM2	Q7RTT9	reviewed	S29A4_HUMAN	Equilibrative nucleoside transporter 4 (hENT4) (Plasma membrane monoamine transporter) (PMAT) (Solute carrier family 29 member 4)	SLC29A4 ENT4 PMAT PSEC0113	Homo sapiens (Human)	530
Q8N7Q5	Q8N7Q5		Q8N7Q5_HUMAN	deleted			
Q9H8E2	Q9H8E2	unreviewed	Q9H8E2_HUMAN	cDNA FLJ13716 fis, clone PLACE2000411, highly similar to Homo sapiens epsin 2b mRNA		Homo sapiens (Human)	355
Q8NI42	Q8NI42	unreviewed	Q8NI42_HUMAN	Parkin isoform		Homo sapiens (Human)	203
Q9Y476	Q9Y476	unreviewed	Q9Y476_HUMAN	Uncharacterized protein		Homo sapiens (Human)	40
Q7Z6C4	Q7Z6C4		AR19L_HUMAN	deleted			
Q8NAN8	Q8NAN8		Q8NAN8_HUMAN	deleted			
Q6IFU6	Q6A163	reviewed	K1C39_HUMAN	Keratin, type I cytoskeletal 39 (Cytokeratin-39) (CK-39) (Keratin-39) (K39) (Type I hair keratin Ka35)	KRT39 KA35	Homo sapiens (Human)	491
Q53F51	Q53F51	unreviewed	Q53F51_HUMAN	FGF intracellular binding protein isoform b variant		Homo sapiens (Human)	357
Q8N804	Q17RG1	reviewed	KCD19_HUMAN	BTB/POZ domain-containing protein KCTD19 (Potassium channel tetramerization domain-containing protein 19)	KCTD19	Homo sapiens (Human)	926
Q5H9F8	Q5H9F8		Q5H9F8_HUMAN	deleted			
Q8NAN7	Q8NAN7	unreviewed	Q8NAN7_HUMAN	cDNA FLJ35062 fis, clone OCBBF2019195, highly similar to VERY LOW-DENSITY LIPOPROTEIN RECEPTOR		Homo sapiens (Human)	752
Q6ZQR6	Q6ZQR6		YJ015_HUMAN	deleted			
Q5JQE8	Q5JQE8		Q5JQE8_HUMAN	deleted			
Q8NA85	Q7Z5P9	reviewed	MUC19_HUMAN	Mucin-19 (MUC-19)	MUC19	Homo sapiens (Human)	8384
Q14CQ9	O00443	reviewed	P3C2A_HUMAN	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha (PI3K-C2-alpha) (PtdIns-3-kinase C2 subunit alpha) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphoinositide 3-kinase-C2-alpha)	PIK3C2A	Homo sapiens (Human)	1686
Q9H9A4	Q9H9A4		Q9H9A4_HUMAN	deleted			
Q7Z6C9	Q02078	reviewed	MEF2A_HUMAN	Myocyte-specific enhancer factor 2A (Serum response factor-like protein 1)	MEF2A MEF2	Homo sapiens (Human)	507
Q6ZTZ0	Q6ZTZ0	unreviewed	Q6ZTZ0_HUMAN	cDNA FLJ44107 fis, clone TESTI4044296		Homo sapiens (Human)	238
Q6IBB3	P56134	reviewed	ATPK_HUMAN	ATP synthase subunit f, mitochondrial (ATP synthase membrane subunit f)	ATP5MF ATP5J2 ATP5JL	Homo sapiens (Human)	94
Q6ZS67	Q6ZS67		Q6ZS67_HUMAN	deleted			
Q8N4B3	Q15326	reviewed	ZMY11_HUMAN	Zinc finger MYND domain-containing protein 11 (Adenovirus 5 E1A-binding protein) (Bone morphogenetic protein receptor-associated molecule 1) (Protein BS69)	ZMYND11 BRAM1 BS69	Homo sapiens (Human)	602
Q9UFB1	A1L443	reviewed	NTM2F_HUMAN	NUT family member 2F	NUTM2F FAM22F	Homo sapiens (Human)	756
Q9H8S1	P28799	reviewed	GRN_HUMAN	Progranulin (PGRN) (Acrogranin) (Epithelin precursor) (Glycoprotein of 88 Kda) (GP88) (Glycoprotein 88) (Granulin precursor) (PC cell-derived growth factor) (PCDGF) (Proepithelin) (PEPI) [Cleaved into: Paragranulin; Granulin-1 (Granulin G); Granulin-2 (Granulin F); Granulin-3 (Epithelin-2) (Granulin B); Granulin-4 (Epithelin-1) (Granulin A); Granulin-5 (Granulin C); Granulin-6 (Granulin D); Granulin-7 (Granulin E)]	GRN	Homo sapiens (Human)	593
Q9H8Z8	Q86XZ4	reviewed	SPAS2_HUMAN	Spermatogenesis-associated serine-rich protein 2 (Serine-rich spermatocytes and round spermatid 59 kDa protein) (p59scr)	SPATS2 SCR59 SPATA10 Nbla00526	Homo sapiens (Human)	545
Q6UVZ0	Q5MY95	reviewed	ENTP8_HUMAN	Ectonucleoside triphosphate diphosphohydrolase 8 (E-NTPDase 8) (NTPDase 8) (NTPDase8) (EC 3.6.1.5)	ENTPD8 UNQ2492/PRO5779	Homo sapiens (Human)	495
Q99492	Q8IWX8	reviewed	CHERP_HUMAN	Calcium homeostasis endoplasmic reticulum protein (ERPROT 213-21) (SR-related CTD-associated factor 6)	CHERP DAN26 SCAF6	Homo sapiens (Human)	916
Q96I16	Q96I16	unreviewed	Q96I16_HUMAN	eIF2S2 protein		Homo sapiens (Human)	214
Q8IW94	A1A519	reviewed	F170A_HUMAN	Protein FAM170A (Zinc finger domain-containing protein) (Zinc finger protein ZNFD)	FAM170A ZNFD	Homo sapiens (Human)	330
Q6ZS46	Q6ZS46	reviewed	YF009_HUMAN	Putative uncharacterized protein FLJ45840		Homo sapiens (Human)	218
Q9P0C4	A2RU30	reviewed	TESP1_HUMAN	Protein TESPA1 (Thymocyte-expressed positive selection-associated protein 1)	TESPA1 KIAA0748 HSPC257	Homo sapiens (Human)	521
Q59EB0	Q59EB0	unreviewed	Q59EB0_HUMAN	receptor protein-tyrosine kinase (EC 2.7.10.1)		Homo sapiens (Human)	1451
Q9H9R7	Q86UD4	reviewed	ZN329_HUMAN	Zinc finger protein 329	ZNF329	Homo sapiens (Human)	541
Q9NST4	Q6JBY9	reviewed	CPZIP_HUMAN	CapZ-interacting protein (Protein kinase substrate CapZIP) (RCSD domain-containing protein 1)	RCSD1 CAPZIP	Homo sapiens (Human)	416
Q6ZUT2	Q6ZUT2	unreviewed	Q6ZUT2_HUMAN	cDNA FLJ43348 fis, clone NT2RI3008974, moderately similar to Probable transposase		Homo sapiens (Human)	161
Q9H394	Q9H394	unreviewed	Q9H394_HUMAN	PRO3121		Homo sapiens (Human)	75
Q96IU0	Q96IU0		Q96IU0_HUMAN	deleted			
Q8TEP4	A6NKB5	reviewed	PCX2_HUMAN	Pecanex-like protein 2 (Pecanex homolog protein 2)	PCNX2 KIAA0435 PCNXL2	Homo sapiens (Human)	2137
Q96NF4	Q5TCS8	reviewed	KAD9_HUMAN	Adenylate kinase 9 (AK 9) (EC 2.7.4.4) (EC 2.7.4.6) (Adenylate kinase domain-containing protein 1) (Adenylate kinase domain-containing protein 2)	AK9 AKD1 AKD2 C6orf199 C6orf224	Homo sapiens (Human)	1911
Q96JH4	A7MD48	reviewed	SRRM4_HUMAN	Serine/arginine repetitive matrix protein 4 (Medulloblastoma antigen MU-MB-2.76) (Neural-specific serine/arginine repetitive splicing factor of 100 kDa) (Neural-specific SR-related protein of 100 kDa) (nSR100)	SRRM4 KIAA1853	Homo sapiens (Human)	611
Q8N644	Q6PJG9	reviewed	LRFN4_HUMAN	Leucine-rich repeat and fibronectin type-III domain-containing protein 4	LRFN4 SALM3	Homo sapiens (Human)	635
Q6ZTD6	Q6ZTD6		Q6ZTD6_HUMAN	deleted			
Q6PIE6	P45985	reviewed	MP2K4_HUMAN	Dual specificity mitogen-activated protein kinase kinase 4 (MAP kinase kinase 4) (MAPKK 4) (EC 2.7.12.2) (JNK-activating kinase 1) (MAPK/ERK kinase 4) (MEK 4) (SAPK/ERK kinase 1) (SEK1) (Stress-activated protein kinase kinase 1) (SAPK kinase 1) (SAPKK-1) (SAPKK1) (c-Jun N-terminal kinase kinase 1) (JNKK)	MAP2K4 JNKK1 MEK4 MKK4 PRKMK4 SEK1 SERK1 SKK1	Homo sapiens (Human)	399
Q7RTP2	Q4G0N8	reviewed	SL9C1_HUMAN	Sodium/hydrogen exchanger 10 (Na(+)/H(+) exchanger 10) (NHE-10) (Solute carrier family 9 member 10) (Solute carrier family 9 member C1) (Sperm-specific Na(+)/H(+) exchanger) (sNHE)	SLC9C1 SLC9A10	Homo sapiens (Human)	1177
Q6ZS22	Q6ZS22	unreviewed	Q6ZS22_HUMAN	cDNA FLJ45887 fis, clone OCBBF3021502		Homo sapiens (Human)	168
Q7Z3D1	P62847	reviewed	RS24_HUMAN	Small ribosomal subunit protein eS24 (40S ribosomal protein S24)	RPS24	Homo sapiens (Human)	133
Q3B7W9	Q14032	reviewed	BAAT_HUMAN	Bile acid-CoA:amino acid N-acyltransferase (BACAT) (BAT) (EC 2.3.1.65) (Bile acid-CoA thioesterase) (Choloyl-CoA hydrolase) (EC 3.1.2.27) (Glycine N-choloyltransferase) (Long-chain fatty-acyl-CoA hydrolase) (EC 3.1.2.2)	BAAT	Homo sapiens (Human)	418
Q96H90	O00755	reviewed	WNT7A_HUMAN	Protein Wnt-7a	WNT7A	Homo sapiens (Human)	349
Q8WYU4	Q5T0B9	reviewed	ZN362_HUMAN	Zinc finger protein 362	ZNF362 PP6997	Homo sapiens (Human)	420
Q6IBM5	P52565	reviewed	GDIR1_HUMAN	Rho GDP-dissociation inhibitor 1 (Rho GDI 1) (Rho-GDI alpha)	ARHGDIA GDIA1	Homo sapiens (Human)	204
Q2YDB7	P30405	reviewed	PPIF_HUMAN	Peptidyl-prolyl cis-trans isomerase F, mitochondrial (PPIase F) (EC 5.2.1.8) (Cyclophilin D) (CyP-D) (CypD) (Cyclophilin F) (Mitochondrial cyclophilin) (CyP-M) (Rotamase F)	PPIF CYP3	Homo sapiens (Human)	207
Q9BZS4	Q9BZS4	unreviewed	Q9BZS4_HUMAN	Pre-mRNA-splicing regulator WTAP (Female-lethal(2)D homolog) (WT1-associated protein) (Wilms tumor 1-associating protein)		Homo sapiens (Human)	74
Q9ULB8	Q969X2	reviewed	SIA7F_HUMAN	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 (EC 2.4.99.-) (GalNAc alpha-2,6-sialyltransferase VI) (ST6GalNAc VI) (ST6GalNAcVI) (hST6GalNAc VI) (Sialyltransferase 7F) (SIAT7-F)	ST6GALNAC6 SIAT7F UNQ708/PRO1359	Homo sapiens (Human)	333
Q6IBT4	Q15388	reviewed	TOM20_HUMAN	Mitochondrial import receptor subunit TOM20 homolog (Mitochondrial 20 kDa outer membrane protein) (Outer mitochondrial membrane receptor Tom20)	TOMM20 KIAA0016	Homo sapiens (Human)	145
Q9UG96	P49662	reviewed	CASP4_HUMAN	Caspase-4 (CASP-4) (EC 3.4.22.57) (ICE and Ced-3 homolog 2) (ICH-2) (ICE(rel)-II) (Mih1) (Protease TX) [Cleaved into: Caspase-4 subunit p10; Caspase-4 subunit p20]	CASP4 ICH2	Homo sapiens (Human)	377
Q6ZUZ4	Q6ZUZ4	unreviewed	Q6ZUZ4_HUMAN	cDNA FLJ43187 fis, clone FCBBF3023443		Homo sapiens (Human)	128
Q541P9	P49247	reviewed	RPIA_HUMAN	Ribose-5-phosphate isomerase (EC 5.3.1.6) (Phosphoriboisomerase)	RPIA RPI	Homo sapiens (Human)	311
Q5JPQ1	Q5JPQ1		Q5JPQ1_HUMAN	deleted			
Q96LR6	Q96LR6	unreviewed	Q96LR6_HUMAN	cDNA FLJ25155 fis, clone CBR07976		Homo sapiens (Human)	156
Q6IBG0	P52758	reviewed	RIDA_HUMAN	2-iminobutanoate/2-iminopropanoate deaminase (EC 3.5.99.10) (14.5 kDa translational inhibitor protein) (hp14.5) (p14.5) (Heat-responsive protein 12) (Reactive intermediate imine deaminase A homolog) (Translation inhibitor L-PSP ribonuclease) (UK114 antigen homolog)	RIDA HRSP12	Homo sapiens (Human)	137
Q5TBU0	Q5TBU0		Q5TBU0_HUMAN	deleted			
Q86X54	Q10567	reviewed	AP1B1_HUMAN	AP-1 complex subunit beta-1 (Adaptor protein complex AP-1 subunit beta-1) (Adaptor-related protein complex 1 subunit beta-1) (Beta-1-adaptin) (Beta-adaptin 1) (Clathrin assembly protein complex 1 beta large chain) (Golgi adaptor HA1/AP1 adaptin beta subunit)	AP1B1 ADTB1 BAM22 CLAPB2	Homo sapiens (Human)	949
Q8N9W7	Q8N9W7	reviewed	YO010_HUMAN	Putative transmembrane protein FLJ36131		Homo sapiens (Human)	124
Q6P586	P10588	reviewed	NR2F6_HUMAN	Nuclear receptor subfamily 2 group F member 6 (V-erbA-related protein 2) (EAR-2)	NR2F6 EAR2 ERBAL2	Homo sapiens (Human)	404
Q99777	Q99777	unreviewed	Q99777_HUMAN	Uncharacterized protein		Homo sapiens (Human)	133
Q8TEL3	Q7RTR2	reviewed	NLRC3_HUMAN	NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)	NLRC3 NOD3	Homo sapiens (Human)	1065
Q3L1I0	O94819	reviewed	KBTBB_HUMAN	Kelch repeat and BTB domain-containing protein 11 (Chronic myelogenous leukemia-associated protein) (Kelch domain-containing protein 7B)	KBTBD11 CMLAP KIAA0711 KLHDC7C	Homo sapiens (Human)	623
Q9UF31	Q5VU65	reviewed	P210L_HUMAN	Nuclear pore membrane glycoprotein 210-like (Nucleoporin 210 kDa-like) (Nucleoporin Nup210-like)	NUP210L	Homo sapiens (Human)	1888
Q8IWH9	Q8IWH9	unreviewed	Q8IWH9_HUMAN	Similar to intersectin 1 (SH3 domain protein)		Homo sapiens (Human)	345
Q6ZTG1	Q3SXY7	reviewed	LRIT3_HUMAN	Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 3	LRIT3	Homo sapiens (Human)	679
Q8N8W2	Q8N8W2	unreviewed	Q8N8W2_HUMAN	cDNA FLJ38769 fis, clone KIDNE2015556, highly similar to RENAL SODIUM-DEPENDENT PHOSPHATE TRANSPORT PROTEIN 2		Homo sapiens (Human)	632
Q76MZ0	Q76MZ0	unreviewed	Q76MZ0_HUMAN	Cellular oncogene c-fos		Homo sapiens (Human)	47
Q9NWE7	Q8IZD2	reviewed	KMT2E_HUMAN	Inactive histone-lysine N-methyltransferase 2E (Inactive lysine N-methyltransferase 2E) (Myeloid/lymphoid or mixed-lineage leukemia protein 5)	KMT2E MLL5	Homo sapiens (Human)	1858
Q6ZVU6	Q6ZVU6		Q6ZVU6_HUMAN	deleted			
Q9BTX8	P41440	reviewed	S19A1_HUMAN	Reduced folate transporter (FOLT) (Cyclic dinucleotide:anion antiporter SLC19A1) (Folate:anion antiporter SLC19A1) (Intestinal folate carrier 1) (IFC-1) (Placental folate transporter) (Reduced folate carrier protein) (RFC) (hRFC) (Reduced folate transporter 1) (RFT-1) (Solute carrier family 19 member 1) (hSLC19A1)	SLC19A1 FLOT1 RFC1	Homo sapiens (Human)	591
Q9P0M0	Q9P0M0	unreviewed	Q9P0M0_HUMAN	Bruton's tyrosine kinase		Homo sapiens (Human)	149
Q6ZTC4	Q6ZTC4	reviewed	YT009_HUMAN	Putative uncharacterized protein FLJ44790		Homo sapiens (Human)	211
Q08ES9	P18077	reviewed	RL35A_HUMAN	Large ribosomal subunit protein eL33 (60S ribosomal protein L35a) (Cell growth-inhibiting gene 33 protein)	RPL35A GIG33	Homo sapiens (Human)	110
Q6NX71	Q5M8T2	reviewed	S35D3_HUMAN	Solute carrier family 35 member D3 (Fringe connection-like protein 1)	SLC35D3 FRCL1	Homo sapiens (Human)	416
Q6IAT6	P09960	reviewed	LKHA4_HUMAN	Leukotriene A-4 hydrolase (LTA-4 hydrolase) (EC 3.3.2.6) (Leukotriene A(4) hydrolase) (Tripeptide aminopeptidase LTA4H) (EC 3.4.11.4)	LTA4H LTA4	Homo sapiens (Human)	611
Q8NH98	Q8NH98	unreviewed	Q8NH98_HUMAN	Seven transmembrane helix receptor		Homo sapiens (Human)	274
Q9H5E1	Q9C0G6	reviewed	DYH6_HUMAN	Dynein axonemal heavy chain 6 (Axonemal beta dynein heavy chain 6) (Ciliary dynein heavy chain 6)	DNAH6 DNAHC6 DNHL1 HL2 KIAA1697	Homo sapiens (Human)	4158
Q9H459	Q9H459		Q9H459_HUMAN	deleted			
Q8WU02	Q8WU02	unreviewed	Q8WU02_HUMAN	C9orf61 protein		Homo sapiens (Human)	176
Q8NEV0	O14618	reviewed	CCS_HUMAN	Copper chaperone for superoxide dismutase (Superoxide dismutase copper chaperone)	CCS	Homo sapiens (Human)	274
Q9NV78	Q5T7N2	reviewed	LITD1_HUMAN	LINE-1 type transposase domain-containing protein 1 (ES cell-associated protein 11)	L1TD1 ECAT11	Homo sapiens (Human)	865
